Date,Stock,Sector,Model,Pred_dLogclose,Expected_Return_%,Action,Signal
2024-01-01,TTB,Banking,AIC,0.2916999458818611,0.33870127453958876,BUY,1
2024-02-01,TTB,Banking,AIC,0.2764875017134507,0.31849047374302586,BUY,1
2024-03-01,TTB,Banking,AIC,0.2704478491775592,0.3105512486238087,BUY,1
2024-04-01,TTB,Banking,AIC,0.27284378030747425,0.3136950037642483,BUY,1
2024-05-01,TTB,Banking,AIC,0.27284378030747425,0.3136950037642483,BUY,1
2024-06-01,TTB,Banking,AIC,0.2785428986315232,0.3212032819930668,BUY,1
2024-07-01,TTB,Banking,AIC,0.2798211917873195,0.32289324701109057,BUY,1
2024-08-01,TTB,Banking,AIC,0.2824003072556599,0.32630954506727927,BUY,1
2024-09-01,TTB,Banking,AIC,0.2625698637390714,0.30026730653112677,BUY,1
2024-10-01,TTB,Banking,AIC,0.24879203561269558,0.2824752961456862,BUY,1
2024-11-01,TTB,Banking,AIC,0.271025886215057,0.3113090147724029,BUY,1
2024-12-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-01-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-02-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-03-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-04-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-05-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-06-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-07-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-08-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-09-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-10-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-11-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2025-12-01,TTB,Banking,AIC,0.26599260630901944,0.3047254119147551,BUY,1
2026-01-01,TTB,Banking,AIC,0.25387763623241477,0.2890140659996907,BUY,1
2026-02-01,TTB,Banking,AIC,0.22006013909710428,0.24615167077027578,BUY,1
